"","x"
"98",0.461343650432318
"99",0.501765514559073
"100",0.542383644582628
"101",0.582664637078237
"102",0.622092591453762
"103",0.660194928343148
"104",0.69656364177726
"105",0.730870121950897
"106",0.762872735879293
"107",0.792417401987372
"108",0.819432231258846
"109",0.843917812655019
"110",0.865934877425101
"111",0.885590948709607
"112",0.903027272813542
