"","x"
"97",0.386104241508382
"98",0.428413258990506
"99",0.471897488998511
"100",0.515911314960302
"101",0.559776977015183
"102",0.602825765927293
"103",0.644438062639774
"104",0.6840772509986
"105",0.721313806866539
"106",0.755837778776568
"107",0.787459881697302
"108",0.816103041770855
"109",0.841787176465421
"110",0.864610235209747
"111",0.884728209393306
"112",0.902336180747931
