"","x"
"98",0.430811001425851
"99",0.468915836784595
"100",0.50755446905423
"101",0.54626867789945
"102",0.584596657235588
"103",0.622094816744513
"104",0.658357786001475
"105",0.693034765549094
"106",0.725840951882714
"107",0.756563492719232
"108",0.785062148390209
"109",0.811265413792788
"110",0.835163217280117
"111",0.856797444387896
"112",0.876251471105069
