"","x"
"97",0.370605715022075
"98",0.412110284761378
"99",0.455032670631043
"100",0.498758417953273
"101",0.542625091507201
"102",0.585961703201384
"103",0.628129223706366
"104",0.668557078859229
"105",0.706771375990494
"106",0.742412261164505
"107",0.775239788883199
"108",0.80512947490047
"109",0.832059931435422
"110",0.856095515423696
"111",0.87736683004171
"112",0.896051409409785
