"","x"
"97",0.368505004587239
"98",0.409908312838353
"99",0.452762697619401
"100",0.496457673608853
"101",0.540332637450314
"102",0.583716066635001
"103",0.625966101546463
"104",0.666507396102962
"105",0.704859908305079
"106",0.740656922102104
"107",0.7736515677697
"108",0.803712919746407
"109",0.830814017808853
"110",0.855014728921888
"111",0.876442308188902
"112",0.895272025230428
