"","x"
"98",0.3433536730801
"99",0.370687428702615
"100",0.39889175420601
"101",0.427799167883823
"102",0.457223543291219
"103",0.486964599121649
"104",0.516813196516755
"105",0.546557156447168
"106",0.57598725817109
"107",0.604903061475095
"108",0.63311821321496
"109",0.66046494989015
"110",0.686797584966234
"111",0.711994861426721
"112",0.735961144428801
